objectID,department,objectName,title,final_group
62765,Asian Art,Tea jar,Tea Jar,jar
46781,Asian Art,Jar,Jar,jar
460689,Robert Lehman Collection,Pot,Water pot,pot
52491,Asian Art,Jar with cover,Jar with cover,jar
451180,Islamic Art,Ewer,"Ewer with Repeated Arabic Phrase, ""Blessing""",pitcher
47473,Asian Art,Wine bottle,Wine Bottle,bottle
73810,Asian Art,Ewer,Ewer in the Form of an Elephant,pitcher
47171,Asian Art,Jar with cover,Jar with Cover,jar
50708,Asian Art,Jar,Jar (Guan),jar
465881,Medieval Art,Jug,Jug,jug
52794,Asian Art,Vase,Vase,vase
63108,Asian Art,Bottle,Bottle,bottle
48761,Asian Art,Covered jar,Covered jar with plum blossoms,jar
48187,Asian Art,Jar,Miniature jar,jar
49206,Asian Art,Vase,Vase,vase
200622,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
52719,Asian Art,Jar,Jar,jar
312572,The Michael C. Rockefeller Wing,Jar,Tripod Jar,jar
197223,European Sculpture and Decorative Arts,Albarello,Albarello,jar
451798,Islamic Art,Vase,Vase,vase
53961,Asian Art,Jar,Jar with women at leisure,jar
48647,Asian Art,Bottle,Bottle,bottle
204391,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
75938,Asian Art,Vase,Vase in Meiping Shape with Daoist Immortal Zhongli Quan,vase
199733,European Sculpture and Decorative Arts,Pharmacy or storage jar,Two-handled pharmacy or storage jar with arms of the Orsini family and profile head of a man,jar
308626,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle,bottle
63127,Asian Art,Tea jar,Tea jar,jar
47414,Asian Art,Jar with cover,Jar with cover,jar
47029,Asian Art,Bottle,Bottle,bottle
466231,The Cloisters,Jug,Jug,jug
204511,European Sculpture and Decorative Arts,Vase,Vase,vase
308607,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
449676,Islamic Art,Ewer,Ewer,pitcher
309440,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with warclub and crab warrior,bottle
468166,Medieval Art,Jar,Two-Handled Jar,jar
309363,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Couple,bottle
46575,Asian Art,Covered jar,Covered Jar,jar
47398,Asian Art,Vase,Vase with figures,vase
204058,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
204098,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
42191,Asian Art,Jar,Jar with Dragons and Floral Designs,jar
318293,The Michael C. Rockefeller Wing,Jar,Water Jar,jar
623500,European Sculpture and Decorative Arts,Covered jar,Covered jar with large finial,jar
198575,European Sculpture and Decorative Arts,Jug,Jug,jug
319633,The Michael C. Rockefeller Wing,Vessel,Cylindrical Vessel,vessel
48084,Asian Art,Jar,Jar,jar
49899,Asian Art,Jar,Jar (Guan),jar
52943,Asian Art,Bottle,Bottle,bottle
199051,European Sculpture and Decorative Arts,Jug,Jug in the style of Worcester,jug
313305,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
446264,Islamic Art,Bottle,Bottle,bottle
199570,European Sculpture and Decorative Arts,Puzzle jug,Puzzle jug,jug
666591,Asian Art,Vase,Sake bottle (Tokkuri),bottle
45857,Asian Art,Vase,Wine container (hu),vase
310218,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
47783,Asian Art,Vase,Vase,vase
47434,Asian Art,Vase,Vase,vase
47089,Asian Art,Vase,Vase,vase
62615,Asian Art,Tea jar,Tea Jar,jar
48334,Asian Art,Vase,Miniature meiping vase,vase
46727,Asian Art,Vase,Meiping vase,vase
706069,European Sculpture and Decorative Arts,Jug,Jug,jug
47088,Asian Art,Jar,Jar,jar
50568,Asian Art,Vase,Vase,vase
52019,Asian Art,Vase,Vase,vase
63096,Asian Art,Tea jar,Tea jar,jar
51027,Asian Art,Bottle,Bottle,bottle
823195,European Sculpture and Decorative Arts,Vase,Vase with handles,vase
48096,Asian Art,Vase,Vase,vase
313304,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
46718,Asian Art,Vase,Meiping vase,vase
62591,Asian Art,Tea jar,Tea Jar,jar
449010,Islamic Art,Jar,Jar,jar
47384,Asian Art,Bottle,Sake Bottle (Tokkuri),bottle
44439,Asian Art,Wine bottle,Wine Bottle,bottle
47754,Asian Art,Vase,Vase with butterflies and flowers,vase
453452,Islamic Art,Ewer,Ewer,pitcher
476264,Medieval Art,Jug,Jug,jug
48613,Asian Art,Vase,Vase,vase
42439,Asian Art,Vase,Vase with Peony  Scroll,vase
48314,Asian Art,Meiping vase,Meiping vase,vase
48747,Asian Art,Vase,Large Vase,vase
310716,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
52050,Asian Art,Writer's water bottle,Writer's Water Bottle,bottle
47092,Asian Art,Vase,Vase,vase
310662,The Michael C. Rockefeller Wing,Bottle,Feline-shaped stirrup-spout bottle,bottle
46957,Asian Art,Vase,Vase,vase
451429,Islamic Art,Ewer,Ewer,pitcher
37435,Asian Art,Bottle,Bottle,bottle
239354,European Sculpture and Decorative Arts,Vase,Monumental vase,vase
828443,Asian Art,Vessel,Double Gourd Vessel,vessel
194291,European Sculpture and Decorative Arts,Pilgrim bottle,Pilgrim bottle,bottle
47989,Asian Art,Vase,Vase with floral patterns,vase
238560,European Sculpture and Decorative Arts,Vase,Vase,vase
198778,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
308702,The Michael C. Rockefeller Wing,Bottle,Oblong Single Spout Bottle,bottle
471799,The Cloisters,Pitcher,Pitcher,pitcher
50700,Asian Art,Jar,Jar with Abstract Decoration,jar
52075,Asian Art,Jar,Jar,jar
46545,Asian Art,Vase,Meiping vase,vase
48645,Asian Art,Vase,Vase,vase
194472,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
451878,Islamic Art,Bottle,Bottle with Bulb-Shaped Neck,bottle
449086,Islamic Art,Jar,Jar,jar
312157,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
47429,Asian Art,Vase,Vase with scholars in a garden,vase
188556,European Sculpture and Decorative Arts,Vase,Four-handled vase,vase
203612,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
314691,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
209254,European Sculpture and Decorative Arts,Flask,Flask,flask
451338,Islamic Art,Ewer,Ewer,pitcher
310607,The Michael C. Rockefeller Wing,Vessel,"Vessel, Seated Deities",vessel
452083,Islamic Art,Vase,Vase,vase
204352,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
47807,Asian Art,Bottle,Bottle,bottle
202205,European Sculpture and Decorative Arts,Flower vase,Flower vase (cuvette à fleurs courteille),vase
762252,European Sculpture and Decorative Arts,Jug,Jug,jug
853980,Asian Art,Ewer,Ewer with makara spout,pitcher
48424,Asian Art,Jar,Jar with flowers,jar
47091,Asian Art,Jar with cover,Jar with Cover,jar
48580,Asian Art,Vase,Vase,vase
308347,The Michael C. Rockefeller Wing,Jar,Figure jar,jar
42337,Asian Art,Vase,Vase with equestrian figure in landscape,vase
52069,Asian Art,Funerary urn,Funerary Urn,jar
308622,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle,bottle
770921,European Sculpture and Decorative Arts,Vase,Vase in the form of a camel,vase
208248,European Sculpture and Decorative Arts,Jar,Jar,jar
50247,Asian Art,Vase,Vase,vase
309514,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
48852,Asian Art,Bottle,Bottle,bottle
46209,Asian Art,Covered jar,Covered jar with floral pattern,jar
194590,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
42207,Asian Art,Jar,Jar with Basket of Auspicious Flowers,jar
452960,Islamic Art,Jar,Luster Jar with Hares (?) and Inscribed Words,jar
460177,Robert Lehman Collection,Apothecary vase,Apothecary Vase (vaso da farmacia),vase
308625,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle,bottle
487351,Modern and Contemporary Art,Vase,Vase,vase
449498,Islamic Art,Jar,Jar,jar
310512,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
315678,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with decapitation scene,bottle
309333,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figures,bottle
47935,Asian Art,Vase,Double gourd vase,vase
207850,European Sculpture and Decorative Arts,Vase,Vase,vase
871960,European Sculpture and Decorative Arts,Vase,Vase with green and gold decoration on white,vase
199334,European Sculpture and Decorative Arts,Toby jug,Toby jug,jug
207469,European Sculpture and Decorative Arts,Jug,Jug,jug
198780,European Sculpture and Decorative Arts,Storage jar,Storage jar,jar
310363,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Serpent,bottle
449622,Islamic Art,Jar,Jar,jar
49426,Asian Art,Sake ewer,Hexagonal Sake Ewer with Landscape Design,pitcher
199134,European Sculpture and Decorative Arts,Jug with cover,Jug with cover,jug
194475,European Sculpture and Decorative Arts,Jug,Jug,jug
308529,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Portrait Head,bottle
308655,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
50726,Asian Art,Vase,Vase,vase
310556,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
487563,Modern and Contemporary Art,Vase,Vase,vase
471759,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
204514,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
52736,Asian Art,Vase,Vase,vase
239498,European Sculpture and Decorative Arts,Vase,Bottle vase with birds,vase
46553,Asian Art,Vase,"Vase with peaches, pomegranates, and fingered citrons",vase
48698,Asian Art,Vase,Vase with archaistic pattern,vase
37439,Asian Art,Jar,Covered Cylinderical Jar,jar
205378,European Sculpture and Decorative Arts,Jug,Jug,jug
53618,Asian Art,Vase,Vase with Depiction of Bugaku Dancer,vase
194307,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
309735,The Michael C. Rockefeller Wing,Jar,Jar with Lug Handles,jar
460133,Robert Lehman Collection,Jug,Armorial Jug (vaso),jug
770987,European Sculpture and Decorative Arts,Moon flask,Moon flask with fretwork center,flask
50817,Asian Art,Vase,Vase,vase
197616,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
47448,Asian Art,Wine bottle,Wine Bottle,bottle
46635,Asian Art,Vase,Vase,vase
670994,Asian Art,Freshwater jar (mizusashi),Pail‑shaped freshwater jar (Onioke mizusashi),jar
42301,Asian Art,Vase,Maebyeong (plum bottle) decorated with cranes and clouds,bottle
186687,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
198963,European Sculpture and Decorative Arts,Jug,Jug,jug
307620,The Michael C. Rockefeller Wing,Bottle,Single Spout Painted Jar,bottle
449508,Islamic Art,Jar,Jar,jar
72324,Asian Art,Bottle,Flask-shaped bottle,bottle
308413,The Michael C. Rockefeller Wing,Bottle,Stirrup spout bottle with dignitary figure,bottle
48308,Asian Art,Vase,Vase,vase
204392,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
42256,Asian Art,Vase,Vase with Scenes of Daily Life,vase
471758,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
47821,Asian Art,Jar,Jar,jar
770962,European Sculpture and Decorative Arts,Vase,Orb vase with gold fern motif,vase
308565,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with mountain sacrifice scene,bottle
47565,Asian Art,Wine bottle,Wine Bottle,bottle
204363,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
47948,Asian Art,Vase,Vase,vase
48694,Asian Art,Vase,Square vase with birds and flowers,vase
475726,Medieval Art,Amphora,Jar,amphora
204354,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
50842,Asian Art,Vase,Vase with Women’s Activities,vase
48703,Asian Art,Vase,Vase,vase
310202,The Michael C. Rockefeller Wing,Bottle,"Bottle, Seated Figure",bottle
208389,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
314687,The Michael C. Rockefeller Wing,Bottle,Bottle with fang motif,bottle
309364,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Couple,bottle
476254,Medieval Art,Vase,Vase,vase
50816,Asian Art,Vase,Vase,vase
476287,Medieval Art,Jug,Jug,jug
447171,Islamic Art,Ewer,Ewer,pitcher
48616,Asian Art,Bottle,Bottle with Lion,bottle
771029,European Sculpture and Decorative Arts,Moon flask,Moon flask,flask
50815,Asian Art,Vase,Vase,vase
771066,European Sculpture and Decorative Arts,Ewer,Ewer with bird and berry motif,pitcher
47575,Asian Art,Bottle vase,Bottle vase with floral scrolls,vase
467959,Medieval Art,Pharmacy jar,Pharmacy Jar,jar
63313,Asian Art,Water jar,Water jar,jar
208083,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar,jar
308571,The Michael C. Rockefeller Wing,Bottle,Double-spout bottle with shark,bottle
42353,Asian Art,Bottle,Bottle,bottle
454767,Islamic Art,Vase,Vase,vase
52399,Asian Art,Cake jar,Cake Jar,jar
444888,Islamic Art,Ewer,Ewer,pitcher
52709,Asian Art,Jar,Jar,jar
449775,Islamic Art,Ewer,Ewer,pitcher
204066,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
57365,Asian Art,Vase,Vase,vase
50331,Asian Art,Jar,Jar (Tsubo) with Four Loop Handles and Flower Medallions,jar
450460,Islamic Art,Jar,Storage Jar,jar
449875,Islamic Art,Ewer,Ewer,pitcher
44637,Asian Art,Storage jar,Large Storage Jar (Ōtsubo),jar
194301,European Sculpture and Decorative Arts,Vase,Vase,vase
446654,Islamic Art,Bottle,Bottle Depicting Storks in Blue and Yellow on a White Background,bottle
42540,Asian Art,Jar,Jar,jar
46730,Asian Art,Vase,Twin-fish vase,vase
48483,Asian Art,Wine jug,Wine Jug,jug
239488,European Sculpture and Decorative Arts,Vase,Vase,vase
49335,Asian Art,Bottle,Kundika (Long-Necked Bottle),bottle
49139,Asian Art,Vase,Vase (Hu),vase
841274,European Sculpture and Decorative Arts,Ewer,Ewer with female figure,pitcher
48679,Asian Art,Jar,Jar with scholars and crane,jar
191779,European Sculpture and Decorative Arts,Albarello,Albarello,jar
448686,Islamic Art,Jar,Jar,jar
449635,Islamic Art,Ewer,Ewer,pitcher
308382,The Michael C. Rockefeller Wing,Bottle,Stirrup spout bottle with figure,bottle
448969,Islamic Art,Jar,Jar,jar
207815,European Sculpture and Decorative Arts,Urn,Urn (cachepot),jar
310221,The Michael C. Rockefeller Wing,Bottle,Gourd-shaped bottle,bottle
205381,European Sculpture and Decorative Arts,Jug,Jug,jug
52778,Asian Art,Jar,Jar with Ducks in Lotus Pond,jar
44752,Asian Art,Vase,Vase,vase
62707,Asian Art,Bottle,Three-Cornered Bottle,bottle
448448,Islamic Art,Vase,Vase,vase
204515,European Sculpture and Decorative Arts,Pharmacy bottle,Pharmacy bottle,bottle
208422,European Sculpture and Decorative Arts,Vase,Cylindrical vase,vase
461500,Robert Lehman Collection,Vase,Small vase,vase
460666,Robert Lehman Collection,Jar,"Wine jar (Guan), Cizhou ware",jar
47530,Asian Art,Vase,Vase,vase
63094,Asian Art,Tea jar with cover,Tea jar with cover,jar
447678,Islamic Art,Jar,Jar,jar
771031,European Sculpture and Decorative Arts,Spill vase,Spill vase,vase
466228,The Cloisters,Jug,Jug,jug
448430,Islamic Art,Bottle,Bottle,bottle
48696,Asian Art,Vase,Vase with birds and flowers,vase
239563,European Sculpture and Decorative Arts,Vase,Gourd vase,vase
52216,Asian Art,Jar,Small Jar,jar
48604,Asian Art,Vase,Vase,vase
42306,Asian Art,Vase,Maebyeong with chrysanthemum decoration,vase
460664,Robert Lehman Collection,Vase,"Pyriform vase, possibly an imitation of Song Guan ware",vase
42326,Asian Art,Vase,Vase,vase
52681,Asian Art,Vase,Vase,vase
460679,Robert Lehman Collection,Vase,Small vase,vase
47122,Asian Art,Jar with cover,Miniature Jar with Cover,jar
309326,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Seated Figure,bottle
48639,Asian Art,Jar,Jar,jar
314217,The Michael C. Rockefeller Wing,Vessel,Vessel with mythological scene,vessel
197829,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
450931,Islamic Art,Jar,Jar,jar
448694,Islamic Art,Jar,Jar with Four Lug Handles,jar
461501,Robert Lehman Collection,Vase,Small vase,vase
49135,Asian Art,Jar,Jar (Guan),jar
53956,Asian Art,Vase,Vase,vase
46831,Asian Art,Bottle,Bottle,bottle
309357,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Couple,bottle
308555,The Michael C. Rockefeller Wing,Bottle,Double Chambered Bottle,bottle
46770,Asian Art,Vase,Vase with ring handles,vase
46943,Asian Art,Vase,Vase,vase
52049,Asian Art,Vase,Vase,vase
208001,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
46937,Asian Art,Vase,Vase,vase
771006,European Sculpture and Decorative Arts,Moon flask,Moon flask,flask
308719,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
48562,Asian Art,Vase,Vase with poetric scenes,vase
447995,Islamic Art,Pilgrim flask,Ampulla (Flask) of Saint Menas,flask
48686,Asian Art,Vase,Vase,vase
37431,Asian Art,Jar,Jar with Zoomorphic Handle and Spout,jar
308724,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
239357,European Sculpture and Decorative Arts,Vase,Square vase,vase
308527,The Michael C. Rockefeller Wing,Bottle,Portrait Head Bottle,bottle
45838,Asian Art,Vase with cover,Vase with cover,vase
198973,European Sculpture and Decorative Arts,Pharmacy jar with cover,Lidded pharmacy jar with the personification of Fortuna,jar
307864,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle,bottle
838101,European Sculpture and Decorative Arts,Vase,Olive-green ground vase with pâte-sur-pâte decoration,vase
308609,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Feline,bottle
309303,The Michael C. Rockefeller Wing,Bottle,Single Spout Bottle with Strap Handle and Face,bottle
314364,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout Bottle,bottle
62704,Asian Art,Jar,Jar,jar
46898,Asian Art,Vase,Meiping vase with birds and flowers,vase
51026,Asian Art,Jar,Jar,jar
466283,The Cloisters,Jug,Jug,jug
47678,Asian Art,Jar,Jar,jar
63124,Asian Art,Tea jar,Tea jar,jar
72738,Asian Art,Jar,Jar decorated with flowers and insects,jar
208440,European Sculpture and Decorative Arts,Milk pitcher,Milk pitcher,pitcher
37442,Asian Art,Covered jar,Covered Jar,jar
205826,European Sculpture and Decorative Arts,Jug,Jug,jug
478708,Medieval Art,Ampulla,Pilgrim Flask,flask
202215,European Sculpture and Decorative Arts,Vase,Vase with cover (vase urne antique),vase
48126,Asian Art,Jar,Jar with dragon,jar
461503,Robert Lehman Collection,Vase,Small bottle-vase,vase
47813,Asian Art,Jar,Jar,jar
62708,Asian Art,Tea jar,Tea Jar,jar
52052,Asian Art,Vase,Vase,vase
39501,Asian Art,Jar,Globular Jar,jar
47270,Asian Art,Jug,Jug,jug
49362,Asian Art,Vase,Vase with Poems Composed by the Qianlong Emperor,vase
44725,Asian Art,Jar,Jar (Guan),jar
316001,The Michael C. Rockefeller Wing,Bottle,Double-chambered bottle,bottle
42510,Asian Art,Vase,Vase in Shape of Ancient Bronze Vessel,vase
197612,European Sculpture and Decorative Arts,Jug,Jug,jug
239561,European Sculpture and Decorative Arts,Flask,Flask with face,flask
449435,Islamic Art,Ewer,Ewer,pitcher
201289,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
308350,The Michael C. Rockefeller Wing,Jar,Storage jar,jar
451836,Islamic Art,Vase,Vase,vase
47061,Asian Art,Vase,Vase with flowers,vase
308379,The Michael C. Rockefeller Wing,Bottle,Double spout and bridge bottle,bottle
203257,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
461493,Robert Lehman Collection,Jar,"Two-eared jar, Jun ware",jar
45839,Asian Art,Vase with cover,Vase with cover,vase
308542,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Seated Figure,bottle
52038,Asian Art,Vase,Vase,vase
47623,Asian Art,Jar,Jar,jar
39505,Asian Art,Pedestal jar,Pedestal jar with handle and lid,jar
63531,Asian Art,Water jar,Water jar,jar
447080,Islamic Art,Ewer,Ewer,pitcher
49915,Asian Art,Covered jar,Covered Jar,jar
194279,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
308567,The Michael C. Rockefeller Wing,Bottle,Spout-and-bridge bottle with warrior,bottle
39520,Asian Art,Vessel,Double-handled vessel,vessel
42740,Asian Art,Vase,Meiping Vase,vase
49903,Asian Art,Jar,Jar,jar
451622,Islamic Art,Ewer,Ewer,pitcher
46666,Asian Art,Vase,Vase,vase
771064,European Sculpture and Decorative Arts,Vase,Vase,vase
46233,Asian Art,Covered jar,Covered jar with floral pattern,jar
239364,European Sculpture and Decorative Arts,Vessel,Vessel with Women and Goats,vessel
313340,The Michael C. Rockefeller Wing,Bottle,Feline-shaped spout-and-bridge bottle,bottle
42215,Asian Art,Vase,Vase in Shape of Archaic Bronze Vessel,vase
468525,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
48346,Asian Art,Vase,Miniature vase,vase
194960,European Sculpture and Decorative Arts,Vase,Vase,vase
205326,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
47577,Asian Art,Bottle vase,Bottle vase with floral scrolls,vase
478667,Medieval Art,Jug,Jug with Grapevines,jug
64921,Asian Art,Jar,Jar with floral decorations and musicians,jar
308414,The Michael C. Rockefeller Wing,Bottle,Spout-and-bridge bottle with funerary procession,bottle
191218,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
310199,The Michael C. Rockefeller Wing,Bottle,Figure Bottle,bottle
200873,European Sculpture and Decorative Arts,Vase,Vase (vase le boitteux),vase
449903,Islamic Art,Ewer,Ewer,pitcher
770961,European Sculpture and Decorative Arts,Bottle vase,Bottle vase with stopper,vase
48532,Asian Art,Urn,Granary urn,jar
46712,Asian Art,Vase,Vase,vase
195499,European Sculpture and Decorative Arts,Vase,Vase,vase
42468,Asian Art,Jar,Jar,jar
42199,Asian Art,Vase,Vase with Mythical Creature Chasing Pearl,vase
42232,Asian Art,Vase,Vase,vase
445241,Islamic Art,Ewer,Ewer,pitcher
50999,Asian Art,Vase,Vase,vase
195209,European Sculpture and Decorative Arts,Bottle cooler,Bottle cooler (seau à bouteille),bottle
317749,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
770931,European Sculpture and Decorative Arts,Vase,Large spill vase,vase
62559,Asian Art,Bottle,Small Gourd-Shaped Bottle,bottle
199195,European Sculpture and Decorative Arts,Jug with cover,Jug with cover,jug
47049,Asian Art,Vase,"Meiping vase  with peach, pomegranade, and fingered citron",vase
309444,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
47364,Asian Art,Bottle,Bottle,bottle
206318,European Sculpture and Decorative Arts,Wine jar,Wine jar (Orcio da vino),jar
770945,European Sculpture and Decorative Arts,Moon flask,Moon flask with Aesthetic bird motif,flask
208398,European Sculpture and Decorative Arts,Vase,Vase,vase
52609,Asian Art,Bottle,Bottle with Floral Decoration,bottle
198416,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
771052,European Sculpture and Decorative Arts,Vase,Vase in the form of a lotus,vase
47641,Asian Art,Bottle,Bottle,bottle
199569,European Sculpture and Decorative Arts,Jug,Jug,jug
48222,Asian Art,Bottle,Bottle with floral scrolls,bottle
308300,The Michael C. Rockefeller Wing,Bottle,Painted bridge and spout bottle,bottle
42551,Asian Art,Bottle,Gourd-Shaped Bottle,bottle
46897,Asian Art,Vase,Vase with lions,vase
204070,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
50236,Asian Art,Vase,Vase in the shape of a flower,vase
48754,Asian Art,Vase,Vase in Trumpet Shape,vase
477276,Medieval Art,Jug,Jug,jug
50702,Asian Art,Jar,Jar (Hu),jar
309513,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle: Monkey,bottle
62721,Asian Art,Jar,Covered Jar,jar
451434,Islamic Art,Bottle,Gilded Mina'i Ceramic,bottle
52978,Asian Art,Bottle,Bottle with Coiling Dragon,bottle
42242,Asian Art,Vase,Vase in Meiping Shape,vase
309760,The Michael C. Rockefeller Wing,Bottle,Painted Aryballus Jar,bottle
449869,Islamic Art,Ewer,Ewer,pitcher
44730,Asian Art,Jar,Jar (Guan),jar
308606,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Feline Face,bottle
194591,European Sculpture and Decorative Arts,Vase,Vase,vase
232222,European Sculpture and Decorative Arts,Jug,Jug,jug
198777,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
47006,Asian Art,Bottle,Bottle,bottle
206025,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
449129,Islamic Art,Jar,Ribbed Jar,jar
47762,Asian Art,Ewer,Hexagonal ewer with lion and cub,pitcher
198322,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
308349,The Michael C. Rockefeller Wing,Jar,Storage jar,jar
47958,Asian Art,Jar,Jar,jar
42312,Asian Art,Jar,Small Jar with Cover,jar
62640,Asian Art,Tea jar,Tea Jar,jar
202171,European Sculpture and Decorative Arts,Vase,Vase with cover (vase à dauphins),vase
53203,Asian Art,Jar,Jar (Tsubo) with Chrysanthemums,jar
48203,Asian Art,Bottle vase,Gourd-form bottle vase,vase
309380,The Michael C. Rockefeller Wing,Bottle,Figure Bottle,bottle
46865,Asian Art,Bottle vase,Lobed bottle vase,vase
46924,Asian Art,Vase,Meiping vase,vase
202124,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
9367,Modern and Contemporary Art,Vase,Vase,vase
52085,Asian Art,Oil bottle,Oil Bottle,bottle
199886,European Sculpture and Decorative Arts,Jug,Jug,jug
62792,Asian Art,Bottle,Long-Necked Bottle,bottle
48359,Asian Art,Vase,Double gourd vase with ruyi form handles,vase
46554,Asian Art,Minature vase,Minature vase with floral scrolls,vase
47626,Asian Art,Vase,Vase in the form of an archaic bronze vessel,vase
447159,Islamic Art,Vase,Vase,vase
51124,Asian Art,Covered jar,Covered Jar,jar
670815,European Sculpture and Decorative Arts,Vase,Lobed bottle vase,vase
239496,European Sculpture and Decorative Arts,Vase,Vase with birds and portrait,vase
204084,European Sculpture and Decorative Arts,Vase,Vase,vase
47896,Asian Art,Covered jar,Jar with Female Rider,jar
208542,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
202218,European Sculpture and Decorative Arts,Vase with cover,Vase with cover (probably vase à bâtons rompus),vase
902207,Asian Art,Jar,Jar with Thistle,jar
36452,Asian Art,Bottle,Bottle with flattened side,bottle
48602,Asian Art,Vase,Vase,vase
46587,Asian Art,Bottle vase,Bottle vase,vase
187801,European Sculpture and Decorative Arts,Vase,Vase,vase
207124,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
39496,Asian Art,Vessel,Bird-shaped vessel,vessel
52252,Asian Art,Jar,Small Jar (Kotsubo) with Relief Plum- Blossom Patterns,jar
50026,Asian Art,Bottle,Bottle,bottle
890351,European Sculpture and Decorative Arts,Vase,Vase with mushrooms,vase
48058,Asian Art,Vase,Vase with ladies,vase
770933,European Sculpture and Decorative Arts,Ewer,Ewer with gold floral motifs,pitcher
308458,The Michael C. Rockefeller Wing,Bottle,Spout-and-bridge bottle with fox,bottle
446945,Islamic Art,Ewer,Ewer,pitcher
62877,Asian Art,Jug,Jug,jug
448182,Islamic Art,Ewer,Ewer,pitcher
770939,European Sculpture and Decorative Arts,Moon flask,Moon flask with stylized floral decoration,flask
448441,Islamic Art,Jar,Jar,jar
